pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
magmar,magmar,2d,magby,magmortar,1,magby > magmar > magmortar,365 > 495 > 540,"magmortar [0.00,34.71); magmar [34.71,66.54); magby [66.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pinsir,pinsir,2d,pinsir,pinsir,1,pinsir,500,"pinsir [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tauros,tauros,2d,tauros,tauros,1,tauros,490,"tauros [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
magikarp,magikarp,2d,magikarp,gyarados,1,magikarp > gyarados,200 > 540,"gyarados [0.00,65.68); magikarp [65.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gyarados,gyarados,2d,magikarp,gyarados,1,magikarp > gyarados,200 > 540,"gyarados [0.00,65.68); magikarp [65.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lapras,lapras,2d,lapras,lapras,1,lapras,535,"lapras [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ditto,ditto,2d,ditto,ditto,1,ditto,288,"ditto [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,vaporeon,8,eevee > vaporeon,325 > 525,"vaporeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,jolteon,8,eevee > jolteon,325 > 525,"jolteon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,flareon,8,eevee > flareon,325 > 525,"flareon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,espeon,8,eevee > espeon,325 > 525,"espeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,umbreon,8,eevee > umbreon,325 > 525,"umbreon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,leafeon,8,eevee > leafeon,325 > 525,"leafeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,glaceon,8,eevee > glaceon,325 > 525,"glaceon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eevee,eevee,2d,eevee,sylveon,8,eevee > sylveon,325 > 525,"sylveon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",sylveon,species-only; form-conditional routes not resolved
vaporeon,vaporeon,2d,eevee,vaporeon,1,eevee > vaporeon,325 > 525,"vaporeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jolteon,jolteon,2d,eevee,jolteon,1,eevee > jolteon,325 > 525,"jolteon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
flareon,flareon,2d,eevee,flareon,1,eevee > flareon,325 > 525,"flareon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
porygon,porygon,2d,porygon,porygon-z,1,porygon > porygon2 > porygon-z,395 > 515 > 535,"porygon-z [0.00,33.32); porygon2 [33.32,65.40); porygon [65.40,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
omanyte,omanyte,2d,omanyte,omastar,1,omanyte > omastar,355 > 495,"omastar [0.00,52.41); omanyte [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
omastar,omastar,2d,omanyte,omastar,1,omanyte > omastar,355 > 495,"omastar [0.00,52.41); omanyte [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kabuto,kabuto,2d,kabuto,kabutops,1,kabuto > kabutops,355 > 495,"kabutops [0.00,52.41); kabuto [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kabutops,kabutops,2d,kabuto,kabutops,1,kabuto > kabutops,355 > 495,"kabutops [0.00,52.41); kabuto [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
aerodactyl,aerodactyl,2d,aerodactyl,aerodactyl,1,aerodactyl,515,"aerodactyl [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snorlax,snorlax,2d,munchlax,snorlax,1,munchlax > snorlax,390 > 540,"snorlax [0.00,52.26); munchlax [52.26,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
articuno,articuno,2d,articuno,articuno,1,articuno,580,"articuno [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zapdos,zapdos,2d,zapdos,zapdos,1,zapdos,580,"zapdos [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
moltres,moltres,2d,moltres,moltres,1,moltres,580,"moltres [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dratini,dratini,2d,dratini,dragonite,1,dratini > dragonair > dragonite,300 > 420 > 600,"dragonite [0.00,40.91); dragonair [40.91,69.55); dratini [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dragonair,dragonair,2d,dratini,dragonite,1,dratini > dragonair > dragonite,300 > 420 > 600,"dragonite [0.00,40.91); dragonair [40.91,69.55); dratini [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dragonite,dragonite,2d,dratini,dragonite,1,dratini > dragonair > dragonite,300 > 420 > 600,"dragonite [0.00,40.91); dragonair [40.91,69.55); dratini [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mewtwo,mewtwo,2d,mewtwo,mewtwo,1,mewtwo,680,"mewtwo [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mew,mew,2d,mew,mew,1,mew,600,"mew [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
chikorita,chikorita,2d,chikorita,meganium,1,chikorita > bayleef > meganium,318 > 405 > 525,"meganium [0.00,37.86); bayleef [37.86,67.07); chikorita [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bayleef,bayleef,2d,chikorita,meganium,1,chikorita > bayleef > meganium,318 > 405 > 525,"meganium [0.00,37.86); bayleef [37.86,67.07); chikorita [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
meganium,meganium,2d,chikorita,meganium,1,chikorita > bayleef > meganium,318 > 405 > 525,"meganium [0.00,37.86); bayleef [37.86,67.07); chikorita [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cyndaquil,cyndaquil,2d,cyndaquil,typhlosion,1,cyndaquil > quilava > typhlosion,309 > 405 > 534,"typhlosion [0.00,38.51); quilava [38.51,67.72); cyndaquil [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
quilava,quilava,2d,cyndaquil,typhlosion,1,cyndaquil > quilava > typhlosion,309 > 405 > 534,"typhlosion [0.00,38.51); quilava [38.51,67.72); cyndaquil [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
typhlosion,typhlosion,2d,cyndaquil,typhlosion,1,cyndaquil > quilava > typhlosion,309 > 405 > 534,"typhlosion [0.00,38.51); quilava [38.51,67.72); cyndaquil [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
totodile,totodile,2d,totodile,feraligatr,1,totodile > croconaw > feraligatr,314 > 405 > 530,"feraligatr [0.00,38.19); croconaw [38.19,67.37); totodile [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
croconaw,croconaw,2d,totodile,feraligatr,1,totodile > croconaw > feraligatr,314 > 405 > 530,"feraligatr [0.00,38.19); croconaw [38.19,67.37); totodile [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
feraligatr,feraligatr,2d,totodile,feraligatr,1,totodile > croconaw > feraligatr,314 > 405 > 530,"feraligatr [0.00,38.19); croconaw [38.19,67.37); totodile [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sentret,sentret,2d,sentret,furret,1,sentret > furret,215 > 415,"furret [0.00,59.29); sentret [59.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
furret,furret,2d,sentret,furret,1,sentret > furret,215 > 415,"furret [0.00,59.29); sentret [59.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hoothoot,hoothoot,2d,hoothoot,noctowl,1,hoothoot > noctowl,262 > 452,"noctowl [0.00,56.97); hoothoot [56.97,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
noctowl,noctowl,2d,hoothoot,noctowl,1,hoothoot > noctowl,262 > 452,"noctowl [0.00,56.97); hoothoot [56.97,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ledyba,ledyba,2d,ledyba,ledian,1,ledyba > ledian,265 > 390,"ledian [0.00,53.59); ledyba [53.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ledian,ledian,2d,ledyba,ledian,1,ledyba > ledian,265 > 390,"ledian [0.00,53.59); ledyba [53.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spinarak,spinarak,2d,spinarak,ariados,1,spinarak > ariados,250 > 400,"ariados [0.00,55.38); spinarak [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ariados,ariados,2d,spinarak,ariados,1,spinarak > ariados,250 > 400,"ariados [0.00,55.38); spinarak [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crobat,crobat,2d,zubat,crobat,1,zubat > golbat > crobat,245 > 455 > 535,"crobat [0.00,38.99); golbat [38.99,72.15); zubat [72.15,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
chinchou,chinchou,2d,chinchou,lanturn,1,chinchou > lanturn,330 > 460,"lanturn [0.00,52.41); chinchou [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lanturn,lanturn,2d,chinchou,lanturn,1,chinchou > lanturn,330 > 460,"lanturn [0.00,52.41); chinchou [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pichu,pichu,2d,pichu,raichu,1,pichu > pikachu > raichu,205 > 320 > 485,"raichu [0.00,43.22); pikachu [43.22,71.73); pichu [71.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cleffa,cleffa,2d,cleffa,clefable,1,cleffa > clefairy > clefable,218 > 323 > 483,"clefable [0.00,42.45); clefairy [42.45,70.84); cleffa [70.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
igglybuff,igglybuff,2d,igglybuff,wigglytuff,1,igglybuff > jigglypuff > wigglytuff,210 > 270 > 435,"wigglytuff [0.00,42.79); jigglypuff [42.79,69.34); igglybuff [69.34,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
togepi,togepi,2d,togepi,togekiss,1,togepi > togetic > togekiss,245 > 405 > 545,"togekiss [0.00,41.05); togetic [41.05,71.55); togepi [71.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
togetic,togetic,2d,togepi,togekiss,1,togepi > togetic > togekiss,245 > 405 > 545,"togekiss [0.00,41.05); togetic [41.05,71.55); togepi [71.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
natu,natu,2d,natu,xatu,1,natu > xatu,320 > 470,"xatu [0.00,53.54); natu [53.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
xatu,xatu,2d,natu,xatu,1,natu > xatu,320 > 470,"xatu [0.00,53.54); natu [53.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mareep,mareep,2d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
flaaffy,flaaffy,2d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ampharos,ampharos,2d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bellossom,bellossom,2d,oddish,bellossom,1,oddish > gloom > bellossom,320 > 395 > 490,"bellossom [0.00,36.60); gloom [36.60,66.10); oddish [66.10,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
marill,marill,2d,azurill,azumarill,1,azurill > marill > azumarill,190 > 250 > 420,"azumarill [0.00,43.95); marill [43.95,70.12); azurill [70.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
azumarill,azumarill,2d,azurill,azumarill,1,azurill > marill > azumarill,190 > 250 > 420,"azumarill [0.00,43.95); marill [43.95,70.12); azurill [70.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sudowoodo,sudowoodo,2d,bonsly,sudowoodo,1,bonsly > sudowoodo,290 > 410,"sudowoodo [0.00,52.71); bonsly [52.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
politoed,politoed,2d,poliwag,politoed,1,poliwag > poliwhirl > politoed,300 > 385 > 500,"politoed [0.00,37.97); poliwhirl [37.97,67.22); poliwag [67.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hoppip,hoppip,2d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skiploom,skiploom,2d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jumpluff,jumpluff,2d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
aipom,aipom,2d,aipom,ambipom,1,aipom > ambipom,360 > 482,"ambipom [0.00,51.52); aipom [51.52,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sunkern,sunkern,2d,sunkern,sunflora,1,sunkern > sunflora,180 > 425,"sunflora [0.00,63.22); sunkern [63.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sunflora,sunflora,2d,sunkern,sunflora,1,sunkern > sunflora,180 > 425,"sunflora [0.00,63.22); sunkern [63.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yanma,yanma,2d,yanma,yanmega,1,yanma > yanmega,390 > 515,"yanmega [0.00,51.22); yanma [51.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wooper,wooper,2d,wooper,quagsire,2,wooper > quagsire,210 > 430,"quagsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wooper,wooper,2d,wooper,clodsire,2,wooper > clodsire,210 > 430,"clodsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",clodsire,species-only; form-conditional routes not resolved
quagsire,quagsire,2d,wooper,quagsire,1,wooper > quagsire,210 > 430,"quagsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
espeon,espeon,2d,eevee,espeon,1,eevee > espeon,325 > 525,"espeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
umbreon,umbreon,2d,eevee,umbreon,1,eevee > umbreon,325 > 525,"umbreon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
murkrow,murkrow,2d,murkrow,honchkrow,1,murkrow > honchkrow,405 > 505,"honchkrow [0.00,49.95); murkrow [49.95,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
slowking,slowking,2d,slowpoke,slowking,1,slowpoke > slowking,315 > 490,"slowking [0.00,54.78); slowpoke [54.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
misdreavus,misdreavus,2d,misdreavus,mismagius,1,misdreavus > mismagius,435 > 495,"mismagius [0.00,47.90); misdreavus [47.90,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
unown,unown,2d,unown,unown,1,unown,336,"unown [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wobbuffet,wobbuffet,2d,wynaut,wobbuffet,1,wynaut > wobbuffet,260 > 405,"wobbuffet [0.00,54.81); wynaut [54.81,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
girafarig,girafarig,2d,girafarig,farigiraf,1,girafarig > farigiraf,455 > 520,"farigiraf [0.00,48.00); girafarig [48.00,90.00); pokeball [90,100]",farigiraf,species-only; form-conditional routes not resolved
pineco,pineco,2d,pineco,forretress,1,pineco > forretress,290 > 465,"forretress [0.00,55.43); pineco [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
forretress,forretress,2d,pineco,forretress,1,pineco > forretress,290 > 465,"forretress [0.00,55.43); pineco [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dunsparce,dunsparce,2d,dunsparce,dudunsparce,1,dunsparce > dudunsparce,415 > 520,"dudunsparce [0.00,50.05); dunsparce [50.05,90.00); pokeball [90,100]",dudunsparce,species-only; form-conditional routes not resolved
gligar,gligar,2d,gligar,gliscor,1,gligar > gliscor,430 > 510,"gliscor [0.00,48.83); gligar [48.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
steelix,steelix,2d,onix,steelix,1,onix > steelix,385 > 510,"steelix [0.00,51.28); onix [51.28,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snubbull,snubbull,2d,snubbull,granbull,1,snubbull > granbull,300 > 450,"granbull [0.00,54.00); snubbull [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
